Event	ID	Name			Wwise Object Path	Notes
	506473607	Stop_Amb_Dungeon			\Default Work Unit\AMBIANCE_Event\Stop_Amb_Dungeon	
	761535791	Play_Amb_Blizzard			\Default Work Unit\AMBIANCE_Event\Play_Amb_Blizzard	
	1551221296	Stop_Amb_Cave			\Default Work Unit\AMBIANCE_Event\Stop_Amb_Cave	
	1610211621	Stop_Amb_Blizzard			\Default Work Unit\AMBIANCE_Event\Stop_Amb_Blizzard	
	1673307701	Play_Amb_Dungeon			\Default Work Unit\AMBIANCE_Event\Play_Amb_Dungeon	
	2314402090	Play_Amb_Cave			\Default Work Unit\AMBIANCE_Event\Play_Amb_Cave	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	282197173	RFX_Blizzard_Rock-001	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\RFX_Blizzard_Rock-001_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Outdoor\Blizzard\RFX_Blizzard\RFX_Blizz_Rock\RFX_Blizzard_Rock-001		280232
	291228112	RFX_Blizzard_Wind-001	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\RFX_Blizzard_Wind-001_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Outdoor\Blizzard\RFX_Blizzard\RFX_Blizz_Wind\RFX_Blizzard_Wind-001		432064
	300926878	AMB_In_RFX_MetalCreak_5	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\AMB_In_RFX_MetalCreak_5_983E0F9F.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Indoor\Dungeon\RFX_Dungeon\RFX_MetalCreak\AMB_In_RFX_MetalCreak_5		77876
	302110965	RFX_Blizzard_Snow-005	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\RFX_Blizzard_Snow-005_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Outdoor\Blizzard\RFX_Blizzard\RFX_Blizz_Snow\RFX_Blizzard_Snow-005		314096
	322672660	RFX_Blizzard_Snow-003	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\RFX_Blizzard_Snow-003_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Outdoor\Blizzard\RFX_Blizzard\RFX_Blizz_Snow\RFX_Blizzard_Snow-003		288064
	323054948	AMB_In_RFX_WoodenCreak_5	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\AMB_In_RFX_WoodenCreak_5_B13F85C8.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Indoor\Dungeon\RFX_Dungeon\RFX_WoodenCreak\AMB_In_RFX_WoodenCreak_5		355388
	337067221	AMB_In_RFX_MetalSqueak_2	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\AMB_In_RFX_MetalSqueak_2_5AB6AAD1.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Indoor\Dungeon\RFX_Dungeon\RFX_MetalSqueak\AMB_In_RFX_MetalSqueak_2		123814
	369210972	AMB_In_RFX_MetalCreak_1	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\AMB_In_RFX_MetalCreak_1_C39B5E73.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Indoor\Dungeon\RFX_Dungeon\RFX_MetalCreak\AMB_In_RFX_MetalCreak_1		71988
	373557189	AMB_In_RFX_WoodenCreak_7	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\AMB_In_RFX_WoodenCreak_7_A163E5CD.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Indoor\Dungeon\RFX_Dungeon\RFX_WoodenCreak\AMB_In_RFX_WoodenCreak_7		425572
	390479983	AMB_In_RFX_WoodenCreak_1	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\AMB_In_RFX_WoodenCreak_1_5CAF6F87.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Indoor\Dungeon\RFX_Dungeon\RFX_WoodenCreak\AMB_In_RFX_WoodenCreak_1		513260
	409800255	AMB_Out_Cave_RFX_DustIce_3	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\AMB_Out_Cave_RFX_DustIce_3_7AE0FD6E.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Outdoor\Cave\Cave\RFX_Cave\RFX_DustIce\AMB_Out_Cave_RFX_DustIce_3		1148120
	410199459	AMB_In_RFX_Cage_6	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\AMB_In_RFX_Cage_6_5859CEC8.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Indoor\Dungeon\RFX_Dungeon\RFX_Cage\AMB_In_RFX_Cage_6		393762
	427661397	AMB_In_RFX_MetalSqueak_1	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\AMB_In_RFX_MetalSqueak_1_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Indoor\Dungeon\RFX_Dungeon\RFX_MetalSqueak\AMB_In_RFX_MetalSqueak_1		601958
	427696587	AMB_In_RFX_MetalCreak_6	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\AMB_In_RFX_MetalCreak_6_558FFDE8.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Indoor\Dungeon\RFX_Dungeon\RFX_MetalCreak\AMB_In_RFX_MetalCreak_6		104998
	487094529	Roomton_Castle	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\AMB_In_Roomtone_Castle_71EC604D.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Indoor\Dungeon\Roomton_Castle		24407800
	488505412	AMB_In_RFX_Cage_5	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\AMB_In_RFX_Cage_5_F796A4E3.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Indoor\Dungeon\RFX_Dungeon\RFX_Cage\AMB_In_RFX_Cage_5		493708
	518621572	AMB_In_RFX_MetalSqueak_5	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\AMB_In_RFX_MetalSqueak_5_5EB1656A.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Indoor\Dungeon\RFX_Dungeon\RFX_MetalSqueak\AMB_In_RFX_MetalSqueak_5		100534
	541533438	AMB_In_RFX_MetalSqueak_6	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\AMB_In_RFX_MetalSqueak_6_FBFFB4AF.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Indoor\Dungeon\RFX_Dungeon\RFX_MetalSqueak\AMB_In_RFX_MetalSqueak_6		107144
	565149604	AMB_In_RFX_WoodenCreak_6	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\AMB_In_RFX_WoodenCreak_6_514904D3.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Indoor\Dungeon\RFX_Dungeon\RFX_WoodenCreak\AMB_In_RFX_WoodenCreak_6		375084
	574513948	AMB_Out_Cave_RFX_IceStress_DRY_1	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\AMB_Out_Cave_RFX_IceStress_DRY_1_DADBDDC7.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Outdoor\Cave\Cave\RFX_Cave\RFX_Icestress\AMB_Out_Cave_RFX_IceStress_DRY_1		606986
	582726549	AMB_In_RFX_WoodenCreak_4	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\AMB_In_RFX_WoodenCreak_4_47EEF963.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Indoor\Dungeon\RFX_Dungeon\RFX_WoodenCreak\AMB_In_RFX_WoodenCreak_4		434044
	665013383	AMB_Out_Cave_RFX_IceStress_DRY_2	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\AMB_Out_Cave_RFX_IceStress_DRY_2_C30124CC.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Outdoor\Cave\Cave\RFX_Cave\RFX_Icestress\AMB_Out_Cave_RFX_IceStress_DRY_2		644248
	684400074	AMB_Out_Cave_RFX_DustIce_4	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\AMB_Out_Cave_RFX_DustIce_4_79D8B05B.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Outdoor\Cave\Cave\RFX_Cave\RFX_DustIce\AMB_Out_Cave_RFX_DustIce_4		2130476
	684501554	AMB_In_RFX_MetalCreak_3	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\AMB_In_RFX_MetalCreak_3_228EF9D8.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Indoor\Dungeon\RFX_Dungeon\RFX_MetalCreak\AMB_In_RFX_MetalCreak_3		153074
	687909997	Roomtone_Cave	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\AMB_Out_Cave_Roomtone_C10D3F15.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Outdoor\Cave\Cave\Roomtone_Cave		32362976
	706624072	RFX_Blizzard_Wind-003	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\RFX_Blizzard_Wind-003_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Outdoor\Blizzard\RFX_Blizzard\RFX_Blizz_Wind\RFX_Blizzard_Wind-003		576064
	716221502	RFX_Blizzard_Wind-004	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\RFX_Blizzard_Wind-004_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Outdoor\Blizzard\RFX_Blizzard\RFX_Blizz_Wind\RFX_Blizzard_Wind-004		385658
	723790004	AMB_In_RFX_Rats_2	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\AMB_In_RFX_Rats_2_F68FA038.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Indoor\Dungeon\RFX_Dungeon\RFX_Rats\AMB_In_RFX_Rats_2		137554
	727496022	RFX_Blizzard_Rock-005	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\RFX_Blizzard_Rock-005_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Outdoor\Blizzard\RFX_Blizzard\RFX_Blizz_Rock\RFX_Blizzard_Rock-005		234664
	730588240	RFX_IceImpact-002	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\RFX_IceImpact-002_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Outdoor\Cave\Cave\RFX_Cave\RFX_IceImpact\RFX_IceImpact-002		537172
	737466167	RFX_Blizzard_Wind-002	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\RFX_Blizzard_Wind-002_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Outdoor\Blizzard\RFX_Blizzard\RFX_Blizz_Wind\RFX_Blizzard_Wind-002		294564
	761642837	AMB_In_RFX_Rats_4	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\AMB_In_RFX_Rats_4_EDC4F0F5.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Indoor\Dungeon\RFX_Dungeon\RFX_Rats\AMB_In_RFX_Rats_4		155340
	797533131	RFX_IceImpact-001	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\RFX_IceImpact-001_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Outdoor\Cave\Cave\RFX_Cave\RFX_IceImpact\RFX_IceImpact-001		488276
	808807052	AMB_In_RFX_Cage_1	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\AMB_In_RFX_Cage_1_E8BE5504.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Indoor\Dungeon\RFX_Dungeon\RFX_Cage\AMB_In_RFX_Cage_1		343626
	861372152	RFX_IceImpact-003	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\RFX_IceImpact-003_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Outdoor\Cave\Cave\RFX_Cave\RFX_IceImpact\RFX_IceImpact-003		202970
	872846438	AMB_In_RFX_Rats_5	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\AMB_In_RFX_Rats_5_7D1F3BB8.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Indoor\Dungeon\RFX_Dungeon\RFX_Rats\AMB_In_RFX_Rats_5		121064
	877322273	RFX_Blizzard_Wind-005	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\RFX_Blizzard_Wind-005_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Outdoor\Blizzard\RFX_Blizzard\RFX_Blizz_Wind\RFX_Blizzard_Wind-005		624064
	889532459	AMB_In_RFX_Cage_3	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\AMB_In_RFX_Cage_3_28B11DF6.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Indoor\Dungeon\RFX_Dungeon\RFX_Cage\AMB_In_RFX_Cage_3		318146
	903163063	AMB_In_RFX_Cage_4	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\AMB_In_RFX_Cage_4_2E029A79.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Indoor\Dungeon\RFX_Dungeon\RFX_Cage\AMB_In_RFX_Cage_4		427132
	911551136	RFX_Blizzard_Rock-004	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\RFX_Blizzard_Rock-004_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Outdoor\Blizzard\RFX_Blizzard\RFX_Blizz_Rock\RFX_Blizzard_Rock-004		374530
	920467685	RFX_Blizzard_Snow-001	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\RFX_Blizzard_Snow-001_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Outdoor\Blizzard\RFX_Blizzard\RFX_Blizz_Snow\RFX_Blizzard_Snow-001		240064
	934219291	AMB_Out_Cave_RFX_DustIce_5	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\AMB_Out_Cave_RFX_DustIce_5_16C1DA4F.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Outdoor\Cave\Cave\RFX_Cave\RFX_DustIce\AMB_Out_Cave_RFX_DustIce_5		2102364
	962117574	Amb_Out_Blizzard_Loop	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\Amb_Out_Blizzard_26EE261F.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Outdoor\Blizzard\Amb_Out_Blizzard_Loop		12860504
	963177718	AMB_In_RFX_MetalCreak_2	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\AMB_In_RFX_MetalCreak_2_8D6AC3BC.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Indoor\Dungeon\RFX_Dungeon\RFX_MetalCreak\AMB_In_RFX_MetalCreak_2		115598
	965092901	AMB_In_RFX_Cage_2	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\AMB_In_RFX_Cage_2_BB763864.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Indoor\Dungeon\RFX_Dungeon\RFX_Cage\AMB_In_RFX_Cage_2		366968
	973502875	AMB_Out_Cave_RFX_IceStress_DRY_3	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\AMB_Out_Cave_RFX_IceStress_DRY_3_C1F32558.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Outdoor\Cave\Cave\RFX_Cave\RFX_Icestress\AMB_Out_Cave_RFX_IceStress_DRY_3		767736
	1004013221	AMB_In_RFX_MetalSqueak_3	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\AMB_In_RFX_MetalSqueak_3_B9A77623.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Indoor\Dungeon\RFX_Dungeon\RFX_MetalSqueak\AMB_In_RFX_MetalSqueak_3		136998
	1009085031	AMB_In_RFX_Rats_3	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\AMB_In_RFX_Rats_3_7FC647ED.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Indoor\Dungeon\RFX_Dungeon\RFX_Rats\AMB_In_RFX_Rats_3		139876
	1030237946	RFX_Blizzard_Rock-002	D:\GitHub\AJV_VideoGame3is\project_3isWwise\.cache\Windows\SFX\RFX_Blizzard_Rock-002_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\AMBIANCE\Outdoor\Blizzard\RFX_Blizzard\RFX_Blizz_Rock\RFX_Blizzard_Rock-002		239622

